"Name","ActiveHomeListingCount","AggravatedAssault","AggravatedAssaultRate","AggregateHouseholdIncome","Area","AverageHomeListingPrice","BurglaryRate","CitySalesTaxRate","CrimeRate","Elevation","GiniIndex","HousePriceIndex","HousingUnits","Latitude","Longitude","MedianAge","NumberOfHomes","PerCapitaIncome","Population","UnemploymentRate"
"Miltona",67.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",9881300,0.67124,465830.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.41e3,0.3057,"Missing[""NotAvailable""]",163,46.0462549,-95.2932017,39.6,12430,26997,431,"Missing[""NotAvailable""]"
"Tower",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",14012200,3.0008,359005.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.39e3,0.4811,367.16,251,47.8159061,-92.274882,41.5,89813,29756,430,"Missing[""NotAvailable""]"
"Badger","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",8726800,1.3316,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.08e3,0.3622,"Missing[""NotAvailable""]",186,48.7767169,-96.0212137,35.2,"Missing[""NotAvailable""]",20296,429,"Missing[""NotAvailable""]"
"Wrenshall",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",13311300,1.5003,359005.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.04e3,0.3032,367.16,181,46.6216942,-92.3840599,37.,89813,27332,428,"Missing[""NotAvailable""]"
"Milan","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",7081900,1.2174,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.03e3,0.4259,"Missing[""NotAvailable""]",126,45.1127367,-95.9164928,32.5,"Missing[""NotAvailable""]",21639,428,"Missing[""NotAvailable""]"
"Fisher",239.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",15232100,0.42464,294655.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",846.,0.4209,299.03,193,47.799196,-96.7994487,29.2,23975,33120,422,"Missing[""NotAvailable""]"
"Kellogg",433.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",12399400,0.29534,454990.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",702.,0.3551,314.89,194,44.3077359,-91.9987239,40.7,66771,26748,415,"Missing[""NotAvailable""]"
"Oklee","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",9820600,0.59823,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.15e3,0.4155,"Missing[""NotAvailable""]",186,47.8389923,-95.850796,39.,"Missing[""NotAvailable""]",21195,413,"Missing[""NotAvailable""]"
"New Auburn","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",11183300,0.69426,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.01e3,0.3301,"Missing[""NotAvailable""]",224,44.6727733,-94.2322949,33.9,"Missing[""NotAvailable""]",20315,411,"Missing[""NotAvailable""]"
"Morton","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",9364300,1.2126,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",863.,0.4061,"Missing[""NotAvailable""]",170,44.5544616,-94.9846701,41.8,"Missing[""NotAvailable""]",26504,410,"Missing[""NotAvailable""]"
"Waubun","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",8547100,0.51177,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.24e3,0.4093,"Missing[""NotAvailable""]",151,47.1839343,-95.9401338,30.1,"Missing[""NotAvailable""]",20108,409,"Missing[""NotAvailable""]"
"Fountain","Missing[""NotAvailable""]",1,0.002451,11890500,0.83006,"Missing[""NotAvailable""]",0.002451,0.,0.004902,1.31e3,0.2871,"Missing[""NotAvailable""]",151,43.7413685,-92.1342061,44.5,"Missing[""NotAvailable""]",34026,409,"Missing[""NotAvailable""]"
"Chokio","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",11484600,0.47193,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.13e3,0.4081,"Missing[""NotAvailable""]",187,45.5731863,-96.1746516,47.6,"Missing[""NotAvailable""]",27702,405,"Missing[""NotAvailable""]"
"Akeley","Missing[""NotAvailable""]",2,0.0045249,10663000,1.4709,"Missing[""NotAvailable""]",0.011312200000000001,0.,0.054298700000000005,1.43e3,0.496,"Missing[""NotAvailable""]",186,47.000418,-94.7282152,49.,"Missing[""NotAvailable""]",26782,404,"Missing[""NotAvailable""]"
"Erskine",239.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",9842700,0.67677,294655.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.19e3,0.3609,299.03,224,47.6631631,-96.0166826,37.6,23975,21483,403,"Missing[""NotAvailable""]"
"Bigfork","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",6609900,1.7744,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.31e3,0.4366,"Missing[""NotAvailable""]",193,47.7453046,-93.6527566,66.5,"Missing[""NotAvailable""]",20656,400,"Missing[""NotAvailable""]"
"Rose Creek",79.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",11767400,0.45907,236183.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.25e3,0.421,"Missing[""NotAvailable""]",192,43.6048869,-92.8298746,38.7,11382,25841,397,"Missing[""NotAvailable""]"
"Comfrey",28.,0,0.,10697600,0.46722,234941.,0.,0.,0.005665700000000001,1.12e3,0.4459,"Missing[""NotAvailable""]",169,44.1110708,-94.9034401,40.8,8149,29377,392,"Missing[""NotAvailable""]"
"Fairhaven","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",10876800,1.9082,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.3641,"Missing[""NotAvailable""]",159,45.3239915,-94.2054736,37.8,"Missing[""NotAvailable""]",26139,392,"Missing[""NotAvailable""]"
"Remer",292.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",7653200,1.376,577868.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.34e3,0.4756,"Missing[""NotAvailable""]",182,47.0568701,-93.9124229,44.8,31735,20240,391,"Missing[""NotAvailable""]"
"Ogilvie","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",7906900,0.93389,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.05e3,0.3554,"Missing[""NotAvailable""]",179,45.8301391,-93.4229929,30.7,"Missing[""NotAvailable""]",16474,388,"Missing[""NotAvailable""]"
"Saint Marys Point",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",14777700,0.38944,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",692.,0.4369,332.1,131,44.916267,-92.770711,50.1,979442,47754,388,"Missing[""NotAvailable""]"
"Alvarado","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",11360200,0.21644,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",810.,0.4114,"Missing[""NotAvailable""]",169,48.1928808,-96.9983855,37.3,"Missing[""NotAvailable""]",29259,388,"Missing[""NotAvailable""]"
"Clinton","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",11396700,0.94854,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.15e3,0.3813,"Missing[""NotAvailable""]",209,45.459636,-96.435995,53.3,"Missing[""NotAvailable""]",27677,386,"Missing[""NotAvailable""]"
"Soudan","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",12276000,0.67999,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.3423,"Missing[""NotAvailable""]",178,47.81301,-92.235608,51.9,"Missing[""NotAvailable""]",32155,385,"Missing[""NotAvailable""]"
"Woodland",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",60851500,0.57909,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",951.,0.5167,332.1,167,44.953306,-93.514403,56.6,979442,137086,384,"Missing[""NotAvailable""]"
"Herman","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",12697200,1.0739,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.07e3,0.5288,"Missing[""NotAvailable""]",216,45.8103677,-96.1409453,55.3,"Missing[""NotAvailable""]",30965,384,"Missing[""NotAvailable""]"
"McGregor","Missing[""NotAvailable""]",0,0.,8363500,1.9811,"Missing[""NotAvailable""]",0.,0.,0.,1.23e3,0.4251,"Missing[""NotAvailable""]",188,46.6081581,-93.306247,37.,"Missing[""NotAvailable""]",19861,384,"Missing[""NotAvailable""]"
"Willow River","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",9926600,1.7055,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.04e3,0.4001,"Missing[""NotAvailable""]",190,46.320324,-92.83643,38.9,"Missing[""NotAvailable""]",21399,384,"Missing[""NotAvailable""]"
"Hanska",28.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",9992000,0.24252,234941.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.02e3,0.346,"Missing[""NotAvailable""]",181,44.1487731,-94.4944746,35.8,8149,23248,382,"Missing[""NotAvailable""]"
"Wood Lake","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",11008600,0.80639,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.05e3,0.3556,"Missing[""NotAvailable""]",197,44.6513085,-95.5353073,41.2,"Missing[""NotAvailable""]",25513,381,"Missing[""NotAvailable""]"
"Round Lake",30.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",9704600,1.034,245344.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.56e3,0.3998,"Missing[""NotAvailable""]",186,43.5371978,-95.4719255,49.4,5714,25773,377,"Missing[""NotAvailable""]"
"Pine Springs",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",23770500,0.80178,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",978.,0.3399,332.1,164,45.037484,-92.9528915,45.8,979442,53444,377,"Missing[""NotAvailable""]"
"Nevis","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",10027500,0.92935,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.47e3,0.4218,"Missing[""NotAvailable""]",190,46.9648309,-94.8429835,44.1,"Missing[""NotAvailable""]",24400,377,"Missing[""NotAvailable""]"
"Ghent",39.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",11844200,0.34046,177965.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.17e3,0.4617,"Missing[""NotAvailable""]",154,44.5113421,-95.892858,36.4,6909,29494,376,"Missing[""NotAvailable""]"
"Emmons",54.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",10379600,0.79397,274918.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.29e3,0.3611,"Missing[""NotAvailable""]",173,43.5044921,-93.4823007,53.7,10042,28396,367,"Missing[""NotAvailable""]"
"Barrett","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",10853500,2.0864,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.17e3,0.5395,"Missing[""NotAvailable""]",178,45.9131384,-95.9047995,44.8,"Missing[""NotAvailable""]",25046,366,"Missing[""NotAvailable""]"
"Rushmore",30.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",8279200,0.25266,245344.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.66e3,0.2997,"Missing[""NotAvailable""]",142,43.6196895,-95.7989529,33.,5714,23677,365,"Missing[""NotAvailable""]"
"Lancaster","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",10706700,2.3028,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",909.,0.3244,"Missing[""NotAvailable""]",170,48.8576293,-96.8015971,39.6,"Missing[""NotAvailable""]",27674,364,"Missing[""NotAvailable""]"
"New Munich",286.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",7584200,0.52452,379659.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.18e3,0.3758,312.5,124,45.6308331,-94.7525455,35.9,52003,25980,356,"Missing[""NotAvailable""]"
"Underwood",143.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",9153200,0.57587,426443.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.34e3,0.3747,"Missing[""NotAvailable""]",173,46.286198,-95.8751068,44.2,19684,24115,356,"Missing[""NotAvailable""]"
"Northwest Aitkin","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",287.86,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.28e3,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",46.8119169,-93.5439212,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",355,"Missing[""NotAvailable""]"
"Ball Club","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",3073000,2.7642,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.3363,"Missing[""NotAvailable""]",57,47.3311042,-93.9460583,37.2,"Missing[""NotAvailable""]",18132,354,"Missing[""NotAvailable""]"
"Newfolden","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",11032300,0.89309,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.1e3,0.3271,"Missing[""NotAvailable""]",179,48.3558151,-96.3297002,34.3,"Missing[""NotAvailable""]",26388,352,"Missing[""NotAvailable""]"
"Saint Martin",286.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",9436700,0.86085,379659.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.25e3,0.3412,312.5,132,45.5027862,-94.6674177,35.4,52003,27677,352,"Missing[""NotAvailable""]"
"Jeffers","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",9661900,0.38415,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.48e3,0.3681,"Missing[""NotAvailable""]",178,44.0558583,-95.1953496,48.5,"Missing[""NotAvailable""]",25107,349,"Missing[""NotAvailable""]"
"Garfield",67.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",12855400,0.77307,465830.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.42e3,0.3909,"Missing[""NotAvailable""]",157,45.9377403,-95.4985392,41.,12430,31506,349,"Missing[""NotAvailable""]"
"Bricelyn","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",6762800,0.2931,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.18e3,0.4145,"Missing[""NotAvailable""]",135,43.5608082,-93.8130548,48.5,"Missing[""NotAvailable""]",23682,348,"Missing[""NotAvailable""]"
"Russell",39.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",8279400,0.90533,177965.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.52e3,0.3746,"Missing[""NotAvailable""]",131,44.3204395,-95.943758,39.8,6909,28434,348,"Missing[""NotAvailable""]"
"Vergas",143.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",9816000,1.4593,426443.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.41e3,0.4108,"Missing[""NotAvailable""]",173,46.6548609,-95.8035029,48.4,19684,26977,348,"Missing[""NotAvailable""]"
"Darwin","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",9789500,1.9884,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.13e3,0.4154,"Missing[""NotAvailable""]",126,45.0960118,-94.414293,41.1,"Missing[""NotAvailable""]",28394,348,"Missing[""NotAvailable""]"
"Little Sand Lake","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",34.807,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.32e3,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",47.2287493,-93.2790238,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",344,"Missing[""NotAvailable""]"
"Lakeland Shores",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",17222600,0.31973,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",735.,0.45,332.1,120,44.9494951,-92.7624192,41.3,979442,48746,339,"Missing[""NotAvailable""]"
"Garden City","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",7717700,1.7943,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.3581,"Missing[""NotAvailable""]",126,44.0478138,-94.1706811,34.3,"Missing[""NotAvailable""]",24818,339,"Missing[""NotAvailable""]"
"Long Beach","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",13343900,1.4522,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.14e3,0.4496,"Missing[""NotAvailable""]",130,45.6488943,-95.4284608,57.2,"Missing[""NotAvailable""]",43417,338,"Missing[""NotAvailable""]"
"Medicine Lake",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",25858800,0.17518,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",899.,0.5197,332.1,177,44.995297,-93.417791,42.6,979442,60822,337,"Missing[""NotAvailable""]"
"Calumet","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",8956500,1.5673,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.38e3,0.4213,"Missing[""NotAvailable""]",199,47.3203919,-93.2714579,41.9,"Missing[""NotAvailable""]",22442,334,"Missing[""NotAvailable""]"
"Lowry","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",10849900,0.37006,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.37e3,0.3326,"Missing[""NotAvailable""]",166,45.7051284,-95.5175335,38.5,"Missing[""NotAvailable""]",27526,334,"Missing[""NotAvailable""]"
"Wilmont",30.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",9135600,1.144,245344.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.73e3,0.3651,"Missing[""NotAvailable""]",140,43.7651495,-95.8279883,44.8,5714,28181,332,"Missing[""NotAvailable""]"
"Mahtowa","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",11609200,10.592,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.3026,"Missing[""NotAvailable""]",154,46.5557439,-92.6295042,39.3,"Missing[""NotAvailable""]",32029,332,"Missing[""NotAvailable""]"
"Askov","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",10650700,1.2652,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.17e3,0.4938,"Missing[""NotAvailable""]",169,46.1886284,-92.782319,47.5,"Missing[""NotAvailable""]",30931,331,"Missing[""NotAvailable""]"
"Grey Eagle","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",7355000,0.36691,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.22e3,0.4328,"Missing[""NotAvailable""]",144,45.8243442,-94.7491595,54.,"Missing[""NotAvailable""]",24060,330,"Missing[""NotAvailable""]"
"Deer Creek",143.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",4815200,4.0125,426443.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.39e3,0.448,"Missing[""NotAvailable""]",104,46.3905526,-95.3224474,47.3,19684,21753,330,"Missing[""NotAvailable""]"
"Plato",55.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",7757500,0.34603,315416.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",997.,0.3564,"Missing[""NotAvailable""]",113,44.7723502,-94.039337,40.5,11250,30583,329,"Missing[""NotAvailable""]"
"Vernon Center",138.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",10833400,0.49143,369197.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.03e3,0.3922,299.98,152,43.9623645,-94.166881,37.6,25590,30380,328,"Missing[""NotAvailable""]"
"Swanville","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",7479700,0.5189,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.18e3,0.3692,"Missing[""NotAvailable""]",124,45.915141,-94.639931,42.5,"Missing[""NotAvailable""]",25892,326,"Missing[""NotAvailable""]"
"Dexter",79.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",11182400,1.5003,236183.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.42e3,0.431,"Missing[""NotAvailable""]",146,43.7198603,-92.7027388,54.6,11382,37169,324,"Missing[""NotAvailable""]"
"Sanborn","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",9080500,2.0815,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.1e3,0.3397,"Missing[""NotAvailable""]",179,44.2091968,-95.1298043,51.9,"Missing[""NotAvailable""]",25311,323,"Missing[""NotAvailable""]"
"Hartland",54.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",10131900,0.30224,274918.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.26e3,0.3412,"Missing[""NotAvailable""]",163,43.8044784,-93.4850556,44.5,10042,31017,321,"Missing[""NotAvailable""]"
"Maynard","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",9349800,0.64648,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.03e3,0.3972,"Missing[""NotAvailable""]",173,44.9041635,-95.4685629,41.5,"Missing[""NotAvailable""]",23260,319,"Missing[""NotAvailable""]"
"Heikkala Lake",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.36e3,"Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",47.304537,-92.482705,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",315,"Missing[""NotAvailable""]"
"Mud Hen Lake",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",47.358504,-92.37402,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",312,"Missing[""NotAvailable""]"
"Canton","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",10179200,1.003,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.35e3,0.4032,"Missing[""NotAvailable""]",172,43.5296227,-91.9299638,44.4,"Missing[""NotAvailable""]",25320,310,"Missing[""NotAvailable""]"
"Hollandale",54.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",11131900,0.43513,274918.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.21e3,0.4214,"Missing[""NotAvailable""]",160,43.7597779,-93.205591,41.6,10042,27449,308,"Missing[""NotAvailable""]"
"Buckman","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",8088400,1.02,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.22e3,0.3707,"Missing[""NotAvailable""]",93,45.8972551,-94.0937126,27.,"Missing[""NotAvailable""]",31449,307,"Missing[""NotAvailable""]"
"Murdock","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",6869900,0.55959,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.09e3,0.3199,"Missing[""NotAvailable""]",107,45.2231328,-95.3934631,28.1,"Missing[""NotAvailable""]",24423,306,"Missing[""NotAvailable""]"
"Northwest Saint Louis",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",578.78,359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",48.3238639,-92.7916469,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",306,"Missing[""NotAvailable""]"
"Cyrus","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",11481400,0.28428,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.15e3,0.4654,"Missing[""NotAvailable""]",151,45.6147074,-95.7378904,29.,"Missing[""NotAvailable""]",34889,305,"Missing[""NotAvailable""]"
"Middle River","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",7105400,0.4789,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.14e3,0.4248,"Missing[""NotAvailable""]",152,48.4348955,-96.1616941,49.2,"Missing[""NotAvailable""]",25035,304,"Missing[""NotAvailable""]"
"Ceylon","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",7113000,0.65271,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.26e3,0.3509,"Missing[""NotAvailable""]",150,43.5321695,-94.6315673,40.8,6484,20879,303,"Missing[""NotAvailable""]"
