ed_gr=1,Neither parent hold BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed_gr=2,One parent holds BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed_gr=3,Both parents hold BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yr cohort reaches HS graduation,,Non-metropolitan portions of states or combined states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitan statistical areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ed_gr,AL,AK HI,AZ,AR,CA,CO WY,DE MD VA WV,FL,GA,ID MT,IL,IN,IA,KS NE ND SD,KY,LA,ME NH VT,MA RI CT,MI,MN,MS,MO,NV,NM,NY,NC,OH,OK,OR WA,PA NJ,SC,TN,TX,UT,WI,Atlanta,Boston,Charlotte,Chicago,Cincinnati,Cleveland,Dallas,Denver,Detroit,Houston,Kansas City,Los Angeles,Miami,Minneapolis-St. Paul,New York City,Orlando,Philadelphia,Phoenix,Pittsburgh,Portland,Sacramento,San Antonio,San Diego,San Fran,Seattle,St. Louis,Tampa,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,3,1181.847,709.482,593.2757,785.9929,4335.116,928.7375,3582.189,2793.404,1159.794,1010.64,981.0673,2477.929,1142.63,1944.065,936.4454,986.3062,646.2914,3679.059,2331.913,676.7311,487.9577,607.2706,921.4127,415.1593,2771.012,2702.039,3115.565,1052.046,2050.035,4138.685,1272.965,1812.743,3782.003,1674.681,2919.929,2619.689,5463.264,1387.538,6371.465,1341.689,984.4436,3772.039,1608.601,2679.144,3772.016,726.6321,2663.663,2653.963,1760.517,15943.46,1093.624,5538.617,1918.672,1853.419,191.641,645.6469,1089.629,949.2779,3103.137,1967.808,977.3968,1209.189,3742.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,3,1376.395,609.9068,455.9255,870.2254,4873.02,1120.698,3765.354,2964.083,991.0844,909.1942,1348.03,2923.297,1177.036,1916.054,952.195,972.8266,649.8462,4186.933,2157.231,715.7029,492.9122,629.5787,961.3494,436.2383,2996.071,2711.422,3346.296,859.6218,2227.13,4563.373,1286.715,1898.358,3356.85,1713.73,2492.538,2706.651,5024.675,1681.894,6210.186,1392.701,1072.261,3431.097,1791.987,2661.407,3556.25,865.0901,3809.987,1937.978,2138.97,17799.75,884.0592,5809.217,1885.281,1687.228,133.4128,892.782,1020.701,1040.47,2943.64,2238.698,1122.442,1150.545,4879.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,3,1216.618,565.8129,508.686,856.6837,5123.797,900.8742,3486.926,2570.38,984.8079,866.5696,1088.186,2735.032,1361.89,1906.085,883.1353,1207.761,772.819,4454.593,2140.081,845.4531,523.4479,643.4465,930.7925,321.1791,3088.517,2838.643,2481.891,854.9147,2362.232,4499.255,1223.844,1640.5,3717.105,1327.074,2397.794,3189.412,5871.082,1564.063,6112.996,1301.584,1030.733,4072.049,1714.422,2397.169,3705.121,877.0347,4129.723,2332.196,3118.573,19312.11,924.3685,4972.725,1971.424,1127.406,159.6911,737.6655,933.6332,1114.843,2496.611,2051.719,1015.993,1022.971,3999.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,3,1277.394,653.2668,461.6328,742.3943,5086.7,1110.808,3549.672,2671.414,995.0355,1143.051,1459.426,2780.986,1088.916,1966.537,944.7538,1117.501,1130.756,4041.525,2149.801,660.209,481.3558,650.3817,765.1317,595.8466,3242.976,2897.216,3181.433,811.86,2398.947,5624.673,1294.083,1675.922,3312.259,1696.293,2332.165,2672.045,5402.109,1528.392,7593.457,1511.533,1159.861,4404.316,1651.388,2789.336,4803.301,1079.74,4373.751,2519.326,1993.167,20008.08,879.4387,4976.952,2102.493,1592.967,165.1624,920.2964,1048.926,1379.353,3362.58,1985.973,1606.389,1314.713,4213.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,3,1147.257,709.1625,488.5175,745.7628,4905.717,952.9277,3817.523,2450.183,999.8645,1146.343,1099.991,2294.159,1030.627,1760.748,758.1069,1101.931,1025.723,5395.904,2228.066,726.4455,514.7667,650.9738,886.0283,429.1382,3009.927,2423.408,3842.971,857.7697,1982.057,4094.008,1204.348,1579.891,3686.554,1604.326,2710.223,2606.453,6686.503,1199.797,7101.164,1355.212,1049.908,3996.069,1632.592,2527.412,3671.781,976.3134,3822.494,1931.442,1947.569,19695.68,953.9558,5217.86,2055.532,1396.07,144.0933,809.224,686.2584,1649.536,3016.072,2192.711,1136.476,1028.979,4463.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,3,1034.607,495.6279,460.8108,769.6729,4229.874,973.3776,3196.114,2411.677,859.9613,908.0358,1026.1,2935.249,1178.246,1621.704,781.7395,823.0831,938.0806,3970.845,2121.24,519.2028,395.1538,628.4524,803.8159,404.9221,2834.086,2729.816,3073.141,862.8269,2027.82,4406.469,1046.859,1515.278,3166.968,1540.644,3984.925,2975.748,5265.922,1499.665,7378.905,1500.115,996.2841,3923.637,1808.912,2548.859,3558.394,914.4134,3850.487,1994.593,2070.529,17950.58,793.5856,5031.117,2124.787,1199.556,118.2467,698.2749,1004.975,1129.421,2868.137,2127.317,1015.573,1109.581,4831.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,3,971.5106,436.5167,476.8434,802.9452,4296.115,825.8515,3570.875,2265.801,903.7081,957.0668,1099.709,3204.466,876.8585,1621.586,674.7233,913.5542,1019.176,4809.666,1996.159,540.0712,473.5508,558.6642,1007.164,525.5455,3033.803,2397.552,3298.566,994.3375,2114.249,4543.43,1364.621,1547.858,3466.102,1619.153,2298.496,2834.275,5383.968,1381.379,7094.269,1435.01,1267.553,3542.106,1876.76,2180.269,3769.424,1027.548,3595.457,2102.015,2174.633,18612.14,1001.788,5004.086,2028.945,1442.029,146.7038,721.6721,1039.402,1230.83,2688.058,1598.929,954.1363,1053.954,4970.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,3,926.999,492.8848,340.6967,751.3468,4094.889,1103.625,3700.939,2293.976,920.0817,870.228,1183.586,3017.135,1186.761,1739.32,652.5647,844.1294,766.6343,4806.234,2257.658,539.8176,380.0153,597.0626,940.4385,403.6781,2724.565,2469.294,2974.73,762.8262,1923.422,3700.52,1164.82,1416.847,3610.127,1693.362,2799.367,2889.956,5041.872,1113.098,7284.291,1487.382,850.2229,3992.688,1617.937,2341.418,3641.341,1183.413,3677.343,2146.619,2361.739,17772.37,948.4333,5455.037,1833.129,1168.13,107.8512,725.9928,788.4884,1016.501,2547.431,2152.553,1248.023,1047.456,4385.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,3,981.728,456.8322,344.1445,767.1456,4272.938,1066.46,3221.024,2524.769,961.0983,1122.706,1344.641,2683.708,817.965,2006.183,629.1434,947.553,893.1096,5450.271,2736.469,477.1895,333.5167,602.3469,773.1369,436.1127,3112.331,2717.108,3703.714,1189.276,1964.394,4062.993,1156.091,1399.427,3384.28,1495.593,2840.352,2784.547,6309.439,1403.26,6626.506,1450.312,1228.777,4840.901,1577.146,2531.221,3168.365,1039.285,3693.35,2131.496,2062.006,17594.05,933.6753,4615.599,2044.377,1300.606,130.343,668.3461,911.0413,983.6855,2958.778,1803.864,1209.652,1217.399,4858.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,3,884.3078,406.481,512.8627,713.0124,4343.676,1007.834,3593.168,1931.888,904.1959,1012.579,1450.363,2895.416,1440.485,1903.984,601.8402,940.0485,754.8394,4380.906,2057.344,716.2947,297.7217,529.1846,810.6525,416.7896,2660.016,2417.847,2959.572,919.7463,1589.168,4071.249,1186.734,1227.295,3402.71,1622.088,2829.633,3578.646,5842.97,1303.441,6878.89,1538.013,913.8499,4668.108,1738.309,3329.207,3256.342,742.439,3534.553,2638.169,2720.268,19069.04,797.8051,5277.283,1899.897,1311.647,164.0824,753.9987,850.0653,770.2591,2823.836,1855.248,1352.969,1089.325,4454.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,3,855.839,403.3496,418.7361,770.7352,3886.58,1111.87,3640.445,2457.498,906.6584,954.4929,1082.085,2454.062,1047.839,1496.315,537.3607,1095.24,1212.513,5344.148,2449.513,591.788,370.9584,555.3218,792.3873,407.3469,2278.94,2538.921,3401.068,907.6076,1849.474,3721.152,1021.708,1115.731,3359.493,1647.341,2740.275,2531.384,5840.09,1738.205,7692.255,1831.837,942.2835,4208.138,1688.605,2176.043,3879.584,999.787,2956.165,2522.362,2788.645,18456.73,982.9388,4720.397,2106.603,1500.653,207.2791,823.7234,962.3051,1434.373,2643.493,1501.808,1337.628,1074.456,4537.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,3,896.3565,422.0247,462.6728,649.0814,3765.48,1288.12,2926.528,1960.489,1201.068,914.2283,1575.719,2540.679,777.5035,1646.998,531.0801,1176.214,966.7961,5236.341,2429.972,492.1774,329.4536,506.6288,652.7486,607.6177,3019.504,2534.993,3157.889,932.9783,1728.906,3816.147,1223.005,1061.204,3366.327,1743.396,2566.285,2837.66,6290.626,1499.668,7385.581,1416.796,1441.607,4052.835,1674.921,2865.326,3382.531,1056.16,3797.382,2344.809,2347.553,18115.77,626.26,5213.135,1972.993,1378.695,148.7844,828.8276,877.2803,1148.994,2270.395,1512.975,942.0522,1148.044,5070.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,800.8403,545.5796,323.4212,739.1093,3652.375,909.8865,3112.153,2044.604,900.9803,918.9675,1087.523,3062.448,1009.73,1763.412,619.448,982.9577,1004.487,5063.694,2214.277,410.1914,327.2414,531.0486,662.7425,325.1853,2657.481,2619.517,3705.322,963.025,1507.362,4217.403,1076.667,1006.874,3624.61,1420.365,3188.979,3005.774,5367.176,1657.06,6850.353,1414.267,1204.357,4932.386,1898.766,3217.304,3970.841,1088.929,3328.072,2701.368,2331.384,18641.83,939.5742,4950.354,1883.754,1394.78,190.2774,680.0253,947.0403,1351.441,2769.277,1678.286,1366.658,871.6207,4145.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,701.6207,442.0193,335.7406,801.8237,3633.329,991.8068,2814.106,2114.356,839.3974,910.4349,1151.218,2805.345,568.7355,1862.316,410.8534,1079.26,1245.666,4662.007,2793.816,639.4042,298.6414,450.8234,519.6705,327.2325,2930.068,2352.547,3275.274,855.4744,1431.609,3773.916,1255.124,1070.889,2848.413,1281.155,2180.303,3159.367,5833.329,1196.217,6641.475,1624.382,1077.411,4058.332,1890.389,2836.146,4043.172,1190.638,3495.732,1836.828,1946.254,17270.19,643.9633,6717.763,1965.182,1401.725,137.3394,707.705,997.6153,1348.615,2942.069,1308.964,2107.6,912.4402,5557.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,602.8016,427.6516,246.3728,750.4965,3138.77,1064.536,3312.622,2013.213,958.2221,776.4753,1219.069,2759.117,1090.09,1547.018,500.9022,743.2505,929.2499,4223.697,2363.723,414.5256,207.6135,496.994,452.8101,341.1075,3513.875,2501.989,3168.823,897.2011,1537.343,4026.034,978.921,933.0786,2964.93,1485.521,2650.186,2722.285,6352.591,1074.651,7088.446,1125.693,1129.944,4066.314,1968.775,2646.755,3948.344,1143.623,3396.467,2112.871,2051.805,16706.33,1155.771,5724.963,1488.566,1656.299,206.9724,673.4583,787.764,1121.016,2283.938,1166.721,1104.828,644.3115,4528.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3,584.4209,471.5018,335.9648,575.6273,3063.705,931.5142,3159.156,1706.902,749.731,615.894,1170.038,2710.791,810.7335,1667.586,449.3312,933.8939,873.3593,4612.891,2957.128,550.4296,174.448,507.3027,496.1536,397.682,3052.341,2468.377,2901.579,1017.015,1155.024,3372.736,1120.694,651.4529,2922.391,1323.726,2524.674,2930.391,5971.546,1162.703,5760.118,1498.653,1303.044,3921.93,1858.39,3019.448,2866.814,1120.056,3311.009,2098.917,1997.693,15984.41,796.3079,6058.007,1846.536,1262.752,115.2866,508.3815,807.2255,1269.771,1992.243,1078.449,1450.382,1007.182,3567.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,566.5958,379.1071,360.1395,520.68,2885.712,930.9025,3122.259,1568.161,636.2222,932.1418,976.8304,2432.12,763.7504,1257.532,418.8753,1012.54,1051.88,4939.735,2782.054,438.9238,248.6219,406.8496,386.9194,251.3744,2659.018,2248.556,2898.715,627.9211,1395.528,3152.719,1249.135,803.673,2628.607,1474.608,2440.041,2433.316,5693.975,1345.476,7416.499,1694.627,1075.774,3477.223,1784.443,3164.999,3243.411,1156.751,3011.304,2149.151,2145.806,15302.01,528.618,5456.225,1766.86,2258.789,150.7659,623.3559,960.9429,906.3362,2171.494,1049.123,1530.437,817.812,4828.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,503.1517,271.786,288.4249,588.7664,2247.54,921.2178,2676.815,1332.116,706.0101,1035.847,1240.651,2105.849,826.1803,1432.345,329.4992,1063.498,1002.695,4274.213,2063.999,431.8396,163.5941,339.9638,607.7739,182.0912,2905.479,1545.213,3174.307,900.5132,982.9272,3011.223,844.0698,727.1957,2605.742,1269.51,2778.681,2355.546,5376.904,1053.329,7014.349,2045.146,972.7229,3451.987,1675.105,2147.813,2951.308,939.7096,3302.523,1712.474,2373.006,14698.59,862.4101,6245.31,1508.535,1849.72,152.6805,559.8944,753.4507,1117.9,2262.881,1018.186,845.8662,797.4051,4002.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend elite four-year post-secondary institution after high school graduation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,1,711.9077,547.2002,362.3172,297.1551,5118.296,408.64,1016.606,1281.106,701.8891,495.8893,346.0446,626.7651,426.1308,865.7966,541.9937,304.7693,151.1391,711.457,582.989,216.0773,305.5169,381.1496,820.9156,349.9774,544.1854,1032.387,750.6674,377.0805,1039.973,1451.763,491.2413,902.5005,2353.542,578.9161,530.306,690.0859,1656.127,295.9638,1091.237,186.4845,443.4578,1388.677,581.9492,491.0233,2602.362,246.2645,1848.647,1754.59,904.4054,3239.727,347.6442,593.9755,1123.423,233.686,121.1578,512.6888,1131.867,772.4641,1397.126,552.2007,543.701,444.5633,2103.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1,682.3121,297.3619,349.8639,231.0032,3497.351,402.6497,961.571,1489.085,577.557,458.54,264.9254,728.9127,400.9149,812.6731,554.8517,383.6349,189.179,867.3118,567.114,202.5115,336.7037,389.6507,768.8668,315.5969,658.5609,930.8155,691.3671,328.9166,920.9623,1351.781,454.8972,888.2761,1835.115,600.1083,497.4064,1107.237,1180.964,392.5129,1341.967,204.4181,180.742,1533.988,446.7561,602.5961,1469.593,241.7814,2675.714,1565.578,362.121,3768.992,317.0648,618.1004,896.6711,118.3422,11.13075,340.2795,365.681,619.5374,884.202,773.1393,605.4703,377.1848,818.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,1,704.3617,203.3758,355.3475,263.7484,3442.734,407.0754,1188.193,1298.751,737.8838,518.8694,260.286,765.8256,371.1075,724.3708,515.7899,329.4278,246.6962,767.6962,609.1358,200.2753,332.2004,419.217,700.898,347.6338,653.1493,914.2654,681.6461,405.6064,995.8806,1209.652,435.7146,905.8909,1903.374,575.989,538.8224,842.1646,1178.392,351.2987,1586.055,203.0481,182.5747,1572.567,528.2762,579.2753,1497.526,192.8138,2398.161,1323.594,498.324,4302.618,362.2006,715.7094,1223.999,113.2946,36.19866,349.9584,505.453,411.6817,605.0301,354.1037,273.7099,423.0063,1087.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,1,684.5954,225.5016,384.4982,321.5376,3434.794,433.0327,1166.104,1263.574,567.3517,423.6739,274.6865,707.0946,437.6266,694.3705,474.2808,345.4501,200.9537,775.8682,553.8127,186.094,347.755,374.6256,726.8794,348.6357,571.6725,1063.74,742.8279,342.2106,1137.222,1301.068,415.9481,831.2437,1888.734,489.3752,523.2764,796.74,723.9362,384.5914,1321.047,210.3091,142.6667,1472.129,419.1958,431.0752,1633.286,275.7234,2636.032,1152.531,419.7012,3719.635,535.6457,1425.922,791.3764,197.4684,28.03065,315.499,460.4321,663.8531,730.4002,531.8707,279.2649,403.7935,1297.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,1,660.3761,246.1124,354.0294,295.5661,3175.64,406.8633,1161.639,1128.424,562.3058,437.8235,279.7915,610.7208,356.6909,739.9313,491.9007,333.9406,190.1512,809.8097,612.017,196.3183,347.4544,397.3933,660.7452,397.5335,540.5249,1090.696,758.9063,420.667,999.5641,1246.99,478.3841,813.5339,1790.376,463.197,467.5218,908.2075,905.8205,433.3538,1021.659,252.292,254.8488,1198.795,372.0196,560.2394,1257.866,231.3711,2723.992,1207.108,371.5199,3780.401,426.1552,613.3978,976.9655,133.2431,34.85627,291.6223,458.2457,488.8548,561.627,377.767,278.4382,347.5182,1442.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,1,640.8013,312.183,267.1001,263.2047,3131.814,353.2469,1126.69,1153.506,550.6259,374.0938,242.6249,599.7109,332.5607,723.7891,416.8348,312.7287,222.4855,672.5168,578.8308,215.1195,277.6438,352.606,582.9356,264.7606,552.6359,1003.177,749.6897,359.7253,876.8923,1200.001,442.3235,705.8646,1658.238,392.1455,431.3054,674.9736,1624.586,396.0597,1211.773,198.273,192.8161,1052.723,388.1242,438.9987,1165.103,264.1113,2202.696,1197.38,420.0452,3466.862,436.7999,853.7386,687.1332,200.4539,68.30907,352.5892,652.1824,400.0129,557.4492,778.1317,170.4347,413.9104,1076.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,1,573.1741,164.3275,331.2313,225.8193,3024.725,413.4044,1138.073,1275.684,639.8976,418.4619,269.8512,702.4084,338.1423,665.4306,359.2623,280.302,179.7475,846.3794,550.7005,182.5054,307.8755,372.0471,557.3992,284.734,651.3429,941.2102,696.0432,394.1483,962.172,1127.716,504.8005,721.6486,1613.525,389.7867,412.771,888.7863,697.3456,368.7997,1254.578,195.5027,204.8082,1289.094,442.6264,491.087,1074.114,322.6127,2329.887,1057.884,416.3489,3498.271,435.053,1029.599,690.9338,149.3728,25.33287,433.0384,481.9539,409.692,616.1935,550.6363,178.744,483.9594,906.3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,1,629.0952,305.1954,263.4326,243.5778,3239.229,361.9093,1264.455,1220.625,550.7578,347.3474,272.0467,612.8799,343.6176,779.5202,386.7382,377.7946,187.8115,955.3167,613.868,203.3759,342.516,351.8012,541.4604,272.8891,623.8852,1177.825,746.3238,344.8299,985.8336,1172.394,506.8127,669.8851,1636.034,378.3815,520.9924,742.1083,774.986,425.2852,1247.15,234.9046,172.1383,969.6428,374.6881,527.3903,1389.62,216.3198,2542.151,1550.398,379.6159,3564.169,466.9205,836.6827,755.7968,145.2015,25.28724,442.6114,361.4933,490.9337,610.9463,483.9189,226.3833,526.4134,1158.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,1,557.9432,277.5977,288.4215,308.4704,3214.913,299.7704,1224.667,1342.138,647.9651,332.17,308.8598,674.4685,304.2155,651.4088,450.3694,364.6076,193.6691,757.9778,583.872,153.5672,287.3451,360.2862,581.0674,284.519,572.7636,1001.593,762.9772,374.2563,949.9218,1276.031,529.4248,680.4304,1792.945,337.7866,594.2199,811.1992,1165,347.8579,1137.223,298.2129,216.6554,1225.917,364.3929,539.3708,1313.976,470.0946,2692.636,1321.024,454.2286,3680.219,478.3087,1054.309,659.1015,150.8486,29.11048,377.6554,418.1388,403.4556,491.0719,436.9735,243.041,430.2385,1195.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,1,529.4342,318.734,251.5905,248.797,3399.464,326.2502,1162.957,1429.151,729.3334,333.5121,308.1939,722.0672,342.2122,719.498,414.057,365.5817,262.4696,990.7664,627.2108,151.755,331.1205,328.2028,540.6578,274.0067,596.1844,1118.551,765.7609,352.1949,947.6484,1062.571,570.2234,710.6404,1790.94,327.8796,605.4326,901.5994,929.1331,375.0845,1315.218,419.596,203.829,1452.04,356.9588,585.9187,1191.532,228.2252,2646.429,1204.459,326.5167,4238.063,523.4966,1107.061,607.0249,193.349,59.2806,436.3705,382.2535,540.8893,632.0356,632.386,268.2252,451.6557,1009.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,545.4234,363.2592,258.261,247.3803,3490.688,285.6638,1272.344,1414.423,803.1035,307.977,342.5042,782.968,313.3495,671.5408,373.9172,360.8911,198.3435,913.2823,566.2477,171.7339,285.0656,318.9467,505.7497,255.817,596.9752,1195.562,851.4619,332.407,1040.508,1166.747,590.4422,699.8635,1749.448,330.5895,576.7012,1006.026,1206.637,520.9449,1447.04,287.3376,224.2205,1268.935,383.0877,517.1487,1419.552,249.8542,2657.5,1221.597,404.4729,4136.203,578.8751,1167.339,707.7762,161.5999,40.37203,421.3869,407.311,490.1263,832.0637,548.3801,185.0114,490.7135,1470.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,1,487.0475,288.9142,249.1326,228.2015,3704.051,284.9401,1114.96,1400.327,610.6262,259.0595,272.3034,595.4403,299.696,577.7443,351.8858,320.4135,267.0471,982.8032,606.1663,126.517,300.6768,267.1857,478.6524,217.3138,512.0295,1171.741,951.6142,351.619,979.814,992.5132,505.1858,620.5139,1570.495,364.0363,603.0986,1128.988,1107.531,399.845,1512.804,289.6826,264.6506,1106.631,352.0395,467.5089,1183.349,246.4865,2369.504,1334.375,271.1892,3615.892,336.2072,1059.963,729.3171,235.858,37.47244,510.7365,321.3996,444.4221,678.4273,614.3341,208.2372,388.5426,1010.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1,491.9741,276.7351,203.1914,197.4094,3210.251,258.8433,1389.133,1227.944,651.8581,283.9194,303.9281,655.7803,261.7293,635.5914,388.9026,314.0479,313.0383,1006.379,557.8387,130.368,234.268,268.0519,413.2246,204.3313,606.5603,1132.293,752.7565,337.2214,916.658,1016.671,595.864,644.0156,1624.303,280.6322,546.4365,1175.593,683.7415,405.2171,1379.444,289.2973,260.7505,1352.862,364.3452,528.2607,1410.636,475.3018,2437.119,1278.615,377.5388,4048.934,493.6359,899.7879,597.1054,182.2593,40.98656,450.1989,375.3115,458.4185,585.5234,457.0572,254.4515,498.6249,1115.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,416.2427,293.941,207.6375,252.6977,3180.127,226.9151,1259.088,1281.495,655.9274,232.8453,336.9218,686.0001,204.1407,492.1869,285.738,333.3611,202.6738,1115.939,631.2498,144.3228,243.7615,283.7874,390.3105,219.4791,594.602,1056.695,841.4606,343.873,860.3076,906.3131,458.228,518.4474,1564.522,260.3416,476.4427,1001.919,808.282,419.9481,1351.596,252.899,187.3845,1098.417,257.4284,594.8232,1113.086,324.5654,2770.997,1358.888,362.373,3503.691,480.5576,893.3774,578.8795,219.2267,51.1138,422.1002,358.2655,561.7684,773.6592,592.988,197.8433,576.9547,1027.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,431.3816,215.7051,216.1168,225.0444,2960.316,222.1879,1250.677,1202.65,770.2296,227.5919,358.2523,681.9514,253.4865,539.5084,363.3239,314.9741,319.3131,1074.076,609.1262,107.5749,236.6028,251.9833,389.39,161.8721,588.4481,1114.219,785.9623,387.8248,878.3094,987.9802,615.3437,613.9952,1484.461,277.8563,471.0355,1182.471,1042.532,458.8261,1197.752,419.0255,216.3673,1096.005,336.8233,463.2674,1248.552,316.8644,2600.475,1093.388,551.1158,3268.415,470.64,870.6699,619.1032,229.7991,55.27822,427.0317,408.8241,629.9918,556.3862,510.4951,193.4047,481.7418,1161.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1,457.1601,302.5759,172.8462,274.3823,3081.981,184.5022,1424.63,1226.471,705.4943,191.8708,276.9447,632.9542,297.1978,454.0454,300.0289,331.8094,232.6661,1107.015,533.6507,162.3256,221.3622,243.5109,315.6755,159.955,543.5472,1043.456,915.2231,330.8369,954.7582,1073.365,474.2,503.5523,1355.803,209.9636,552.2313,1012.82,1002.894,460.3811,1580.806,238.364,250.4125,1122.213,252.8142,536.7154,1128.432,217.9995,2965.789,1241.356,432.2529,3757.638,499.1411,885.6029,526.8235,172.0696,37.37206,456.5582,358.1115,534.916,810.1484,538.9397,193.731,479.4398,1211.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,346.8973,369.9624,169.0513,230.7483,3160.939,198.2352,1355.728,1388.955,655.8118,164.6633,337.4824,720.184,210.1751,428.7504,290.5469,429.6632,425.3643,1140.054,743.7965,121.721,228.6435,209.8277,323.5358,222.4602,605.0267,1134.89,894.9247,352.1765,958.6428,934.3679,572.5038,488.6751,1470.19,243.5899,503.5388,1073.085,997.1225,494.6684,1503.19,281.7192,298.534,1341.578,373.8656,682.5646,1269.535,176.1691,3031.927,1176.797,403.0529,4451.956,524.6094,1091.091,630.3878,213.0373,53.73349,384.6158,337.0048,525.7736,802.3947,722.2613,220.4178,770.1918,1264.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,390.3927,365.2645,155.7366,250.678,3325.073,193.4947,1366.556,1239.098,694.0413,155.7219,371.001,771.3477,195.1489,490.1172,290.9221,380.4828,261.9086,1215.554,609.799,174.3991,214.5244,308.6121,292.7897,154.1473,750.446,1240.128,975.2637,313.6733,986.3162,1077.83,532.6814,523.6272,1562.925,215.2985,518.7257,1150.568,1254.77,433.6504,1542.668,309.0818,375.0668,1269.395,221.7607,641.9341,1429.918,224.6699,3117.841,1240.861,506.7843,3936.002,637.9783,1016.909,530.1324,249.4868,57.81252,387.7576,432.9284,614.9285,901.7468,722.3303,250.9814,552.6788,1136.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
