Yr cohort reaches HS graduation,Non-metropolitan portions of states or combined states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitan statistical areas,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL,AK HI,AZ,AR,CA,CO WY,DE MD VA WV,FL,GA,ID MT,IL,IN,IA,KS NE ND SD,KY,LA,ME NH VT,MA RI CT,MI,MN,MS,MO,NV,NM,NY,NC,OH,OK,OR WA,PA NJ,SC,TN,TX,UT,WI,Atlanta,Boston,Charlotte,Chicago,Cincinnati,Cleveland,Dallas,Denver,Detroit,Houston,Kansas City,Los Angeles,Miami,Minneapolis-St. Paul,New York City,Orlando,Philadelphia,Phoenix,Pittsburgh,Portland,Sacramento,San Antonio,San Diego,San Fran,Seattle,St. Louis,Tampa,DC
Age 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,13601.46,4742.114,6141.5,11250.23,39073.72,9256.607,26380.34,19375.89,10778.77,11045.57,10085.64,20273,14759.72,25596.63,11716.69,14729.8,2821.98,10425.27,18516.76,9492.543,9186.647,11350.93,9352.465,6872.366,17089.42,19364.96,23498.78,13715.62,19384.86,23458.77,9571.924,19221.55,44500.49,14390.48,17974.68,12058.94,6428.051,6429.606,22774.55,6443.541,4395.184,23809.47,8723.342,9389.768,21493.17,7467.449,19788.74,10254.08,12591.35,45749.8,5729.256,15765.27,15368.59,5061.19,871.6066,5217.194,8796.025,5402.857,7423.25,7795.484,8590.181,5873.215,13801.77
2024,14359.68,4360.922,6473.373,10691.76,39401.76,10094.91,22547.55,19505.63,10147.81,10204.78,9749.237,18325.71,15072.85,23280.27,11417.29,14365.67,3254.138,10531.58,16961.33,8299.702,8844.157,9837.498,9112.657,6965.211,16309.81,18879.78,24028.03,14877.18,18394.49,24440.19,9428.125,18607.37,43489.62,14629.17,18441.2,12311.82,6210.646,5869.097,23141.8,5496.406,4844.745,21631.43,8752.37,10166.97,20104.54,7315.071,18918.99,9765.88,11939.56,43231.71,4241.16,16106.29,13948.59,5331.955,851.107,4928.966,8375.398,4622.167,6850.474,7612.381,8758.56,5648.838,12787.81
2023,13858.14,5145.613,6277.933,9606.425,36649.07,9379.919,25390.81,18229.99,9117.065,11152.44,9898.13,19949.07,15783.22,24519.11,12290.39,14159.73,3317.706,10862.59,16086.29,9020.156,7675.826,11043.33,7853.621,6236.9,19348.35,19102.98,24127.2,12042.87,16480.03,23038.62,11252.2,18955.85,43409.59,14268.1,18161.42,11865.33,5116.603,6254.503,21485.98,5368.817,4566.68,24390.12,8847.712,10856.67,21221.16,8065.489,18478.55,10404.83,13288.36,44748.74,5017.075,14617.24,14856.89,4584.112,825.5729,4357.447,9059.382,5082.648,7230.585,7597.771,9038.023,5544.372,12589.99
2022,12740.47,4869.108,6590.923,11464.93,37270.07,9130.834,24595.49,18855.77,10667.39,11011.86,9840.876,20552.99,13251.28,24776.03,9706.849,15776.66,2948.655,10752.56,18845.55,8753.111,8416.445,11515.18,8298.261,6288.54,17941.73,18342.37,24418.77,12904.71,17425.18,23249.52,9851.825,17552.12,41183.22,13323.52,16396.4,11321.19,5838.507,5396.217,22086.5,5614.154,4661.501,22029.6,8273.322,10333.36,20184.23,7961.423,19663.69,9585.613,12448.56,44000.98,4494.956,15578.9,13130.03,4747.432,863.426,4272.942,7851.544,5224.036,7204.535,6960.876,10159.5,5603.13,12649.05
2021,13134.29,4233.462,6193.522,10366.76,35557.75,9897.874,24539.89,17759.94,11164.07,10777.71,11213.54,20214.02,14330.12,25331.34,10941.58,13891.01,3020.26,10205.68,18306.64,8503.582,8085.915,10794.87,8710.307,5456.954,20146.37,18512.38,24969.34,14929.99,18135.51,24478.23,9617.98,19690.99,42677.34,14601.56,17645.58,11716.65,6101.718,5531.299,20283.44,5037.165,4707.544,22429.41,9165.963,10070,21590.38,7464.02,18316.18,8779.953,11852.82,42362.66,5172.873,14908.14,12359.8,5309.857,839.2888,4117.677,7921.324,4858.764,6349.951,6274.366,10124.11,5069.473,12068.52
2020,13804.04,4491.372,6575.637,11360.02,35136.82,9519.46,25839.95,18095.92,10197.21,9366.218,9880.602,19963.85,14161.06,23135.3,11318.56,13903.19,3157.064,10724.98,17459.55,10299.27,7622.544,10951.58,8539.205,6335.277,19449.57,18669.35,23297.26,14061.14,17076.93,24453.04,9924.063,17463.88,41488.73,13996.35,18451.55,11576.87,5475.225,4885.474,20267.07,5142.457,4433.574,21112.91,7658.587,9744.44,18012.78,7758.158,18434.49,9029.749,12871.88,41701.31,4431.751,14151.88,11816.45,4484.066,800.9478,4496.221,8082.953,4676.437,6766.793,6133.82,8607.978,4816.89,10740.72
2019,12542.18,4351.139,6233.734,9973.207,35926.77,10434.98,25476.66,19052.23,9773.084,11428.74,9918.854,19467.71,14551.06,24701.68,10626.1,15142.68,3305.166,10644.94,19416.05,8060.471,8534.809,9730.835,8185.026,6696.411,19539.83,19278.59,24852.97,13233.57,17784.25,22420.14,10087.36,17489.16,40788.68,14691.19,17551.74,10870.99,5622.765,5627.259,22359.13,5654.278,4716.359,22172.84,8177.009,10616.47,19573.05,7925.494,19183.06,9116.304,11955.69,43666.59,4599.328,14554.18,12738.76,5652.807,1020.485,4081.868,7160.598,4795.594,6952.193,6374.626,10845.54,5209.976,11811.59
2018,13882.59,4098.132,6242.356,10904.12,34527.59,10047.38,24864.77,18639.54,10233.98,10377.19,11443.63,19542.91,14249.39,24989.37,11167.94,15838.28,2876.448,10475.03,17220.78,9337.702,7579.826,11728.4,8646.188,5348.695,21062.19,18869.29,25738.17,14495.63,17269.35,24043.78,10154.47,19401.81,43958.22,12746.26,17706.49,10533.06,5448.078,4838.363,21547.98,5618.92,4575.151,20321.66,6987.113,9319.223,18408.15,7612.918,18761.77,8545.431,13314.98,42475.34,4052.006,15292.45,10956.3,5052.404,813.2606,3625.433,6658.457,4732.127,6423.458,6406.575,8141.619,4954.517,10303.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend a two-year post-secondary institution after high school that was NOT first post-secondary institution of attendance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,5493.202,2278.298,2317.919,3291.393,23444.72,3019.506,8712.79,8310.94,4247.231,3872.006,2923.28,5687.953,3554.207,6384.074,4144.27,4058.548,1104.33,4170.252,5174.495,2047.749,3439.347,2469.044,3831.929,1944.573,4842.394,7250.146,6693.413,4353.407,8967.911,5664.785,3700.121,7141.432,14556.25,5297.667,5236.573,6668.207,4565.868,2773.548,9303.103,2334.098,1955.651,9933.26,4066.56,4563.364,10546.04,2240.956,13038.19,5364.638,4355.51,17241.88,2563.25,6331.842,6600.164,1934.439,554.7233,3310.591,3877.546,3201.927,5298.696,5261.049,3054.217,2734.371,6792.646
2034,5692.549,2189.19,2151.396,3472.676,22542.97,3133.206,8490.724,8540.815,4097.646,3696.738,2957.648,6444.91,3398.164,6243.106,4173.955,4261.373,1182.776,4560.562,5419.785,2212.953,3275.51,2554.818,3913.946,2002.099,4767.012,7263.421,7101.775,4192.912,9330.313,6163.012,3566.424,7902.786,14142.47,5540.395,5382.27,6460.951,4488.221,3091.264,10452.31,2594.521,1981.856,10174.2,4227.487,4692.743,10577.64,2362.087,15089.41,5082.373,4560.996,19499.66,2549.729,6468.556,7112.49,1934.414,287.9391,3222.694,3887.827,3551.528,5430.985,5493.024,3257.735,2751.905,7289.662
2033,5590.521,2019.543,2228.71,3211.081,23940.48,2899.223,8988.303,8355.041,4176.025,3690.3,2886.526,6394.257,3304.916,6277.28,4463.493,4713.276,1304.836,4497.64,5501.849,2368.754,3429.136,2694.661,4073.964,1997.547,4914.56,7187.871,6443.2,4103.794,9626.761,5759.876,3783.588,8081.317,14800.77,5144.85,5217.713,6588.84,4474.772,2789.414,9914.84,2357.036,1865.689,10947.21,4249.072,4891.382,11601.32,2256.362,15453.66,5195.418,5315.25,19691.02,2381.497,7121.025,7124.783,1669.061,476.531,3219.075,4110.086,3317.781,5053.943,4677.568,2955.747,2814.571,7147.635
2032,6374.879,2131.734,2555.146,3588.835,23745.47,3378.126,9031.527,8249.805,4155.337,4090.438,3007.424,6470.681,3046.661,6702.575,4826.152,5282.411,1347.47,4382.457,5198.182,2318.103,3653.45,2508.263,3973.598,2463.897,5182.965,7545.67,7115.809,4020.637,9844.561,6136.455,3559.363,8188.885,14760.34,5278.765,5204.41,6943.726,4235.501,3051.664,11032.96,2722.642,1820.952,11230.87,4204.703,4573.335,10918.43,2844.975,16185.45,5281.717,5002.798,20699.87,2608.405,6930.896,7673.686,1921.835,480.2057,3644.875,4270.489,4021.897,6058.259,5407.065,3266.539,2940.654,7113.739
2031,6096.924,2138.398,2348.727,3356.007,23822.94,3267.82,8795.474,7704.234,3993.464,4057.107,2826.06,5812.121,3496.676,6394.244,4780.156,5445.875,1141.09,4621.447,5590.348,2220.47,4278.62,2790.793,4020.168,2304.977,4790.216,6741.498,7425.731,4334.23,9790.491,5863.554,3749.128,7859.933,15099.39,5529.473,5334.939,6663.631,4452.78,3003.093,10372.82,2713.972,2355.452,11170.96,4133.776,4716.615,10479.51,2803.809,16244.84,5220.855,4822.008,20586.73,2467.948,6664.24,7653.078,2018.021,538.6691,3801.383,3964.498,4567.57,5648.449,5151.439,3492.978,2718.421,7233.883
2030,6144.662,2307.873,2036.78,3715.498,21914.25,3107.416,8479.428,7300.102,3787.395,3618.425,2713.862,6306.322,3064.612,6362.042,4364.479,4152.688,1303.272,4311.592,5783.706,2237.892,3374.844,2748.744,3685.95,2135.112,4719.771,7005.417,6685.56,4174.716,8769.709,5742.767,3257.432,7564.825,13440.41,4619.115,5792.686,6237.867,4513.597,2629.666,10138.01,2392.351,1937.198,10243.53,4243.545,4431.644,9811.022,2653.707,14654.44,4761.659,5164.131,18196.29,2292.494,6266.473,6535.243,1836.65,560.7853,3339.125,4128.316,3196.191,5468.795,5573.704,3042.078,2563.782,6937.702
2029,6326.021,1856.819,2332.419,3489.485,21757.32,3082.921,8534.313,7287.705,3921.688,3713.142,3004.612,6373.407,3214.143,6149.35,3978.966,4820.412,1120.366,4471.389,5186.391,2267.128,4276.696,2580.351,3864.247,2353.789,5035.774,6453.048,6842.593,4183.719,9150.732,5902.184,3535.574,7879.527,13808.32,5139.11,4961.158,6509.479,3837.418,2807.324,10585.06,2573.267,1906.711,10997.29,4364.682,4424.338,10301.16,2607.69,15057.51,5023.575,5297.108,19183.59,2350.714,6862.469,6719.479,1712.404,439.7942,3829.696,4144.257,3714.245,5191.048,5305.729,2981.07,2644.586,6788.718
2028,6097.688,2253.954,2099.916,3607.309,22761.2,3270.077,8561.255,7271.167,3821.249,3822.733,2999.153,6325.351,3466.427,6462.614,4762.009,4618.013,1061.31,4445.128,5860.704,2160.596,3901.891,2512.834,3973.878,2554.914,4836.3,6940.675,6943.374,4155.271,9862,5979.327,3602.926,8145.891,14624.06,5349.96,5519.194,6416.72,3848.689,2763.948,11542.78,2418.656,1880.974,11057.59,4390.085,4180.332,11084.78,2648.788,16179.58,4771.608,4992.396,18925.19,2233.951,6878.043,7222.016,1710.253,395.9724,3645.129,3859.552,3668.398,5901.188,5191.875,3406.219,2628.128,6804.816
2027,6293.438,2436.865,2259.871,3756.153,22599.06,3433.042,8575.071,7556.235,4007.639,3829.366,3157.821,6131.455,3267.939,6446.498,4916.657,5120.123,1137.993,4588.727,5662.912,2113.18,4168.883,2881.089,3961.625,2210.26,4865.688,6791.309,7577.357,4638.746,9510.967,6099,3810.786,8921.635,14814.04,5120.99,5879.055,6705.764,4177.244,2980.475,10526.6,2880.261,2076.287,12111.33,4598.324,4753.852,10919.06,2868.671,16152.43,5041.249,4984.392,19940.58,2384.364,6819.728,7525.38,1795.998,461.6675,3869.306,4061.515,3465.714,5908.24,5231.631,3277.564,2712.444,6582.547
2026,7354.495,2223.171,2566.746,3904.089,24211.14,3766.458,8613.947,7405.235,4188.957,3860.976,3217.969,6038.763,3693.744,6934.788,4841.473,5721.776,1333.651,4550.534,5536.572,2312.272,4521.924,2682.381,4176.839,2242.093,4819.505,6670.617,8051.63,4633.797,9113.859,6038.433,3754.107,9657.903,15278.74,5639.056,5451.354,6537.656,4288.5,2903.427,12231.53,2968.443,2223.309,12435.75,4600.131,5231.05,11246.62,2957.999,17641.58,4896.748,5110.476,21399.29,2458.394,7358.258,7871.895,1915.956,543.2216,3680.041,4212.722,3605.146,6243.703,5477.782,3920.159,2685.477,6989.383
2025,6840.842,2399.881,2529.215,3627.497,24264.65,3544.849,9215.767,7390.877,4113.338,4159.385,3239.174,6676.92,3710.585,6918.068,5244.674,5637.944,1229.353,5060.327,5925.429,2496.183,5270.742,3050.306,4106.376,2748.666,4815.178,7028.872,7675.145,4418.409,9883.123,6412.086,3805.795,9074.163,15937.69,5419.403,5674.434,6678.935,4358.299,3171.421,12371.73,3004.879,2254.6,12844,4764.254,4648.33,11393.37,2835.183,17590.69,5038.64,5012.047,22576.38,2611.729,6930.596,8590.919,2292.526,619.1115,3907.112,4046.009,4366.993,6397.133,5387.367,3444.438,2698.577,7271.248
2024,7132.606,2168.965,2458.734,3697.545,23341.2,3800.921,8057.845,7351.245,3899.872,3801.025,3152.302,6043.009,3652.494,5938.063,5420.595,5317.334,1427.197,4855.082,5374.268,1983.158,4866.646,2572.257,3829.474,2619.998,4503.094,6754.732,7788.393,4883.144,9335.364,6369.396,3704.686,9081.28,15536.84,5537.775,6003.78,7132.81,4331.691,3037.065,12616.64,2604.247,2511.474,12013.91,4849.416,5301.206,10707.36,2755.34,17181.37,4981.203,4745.776,20417.2,2159.908,7694.991,7334.358,2198.235,625.848,3886.683,3922.407,3828.588,6186.213,5413.654,3434.656,2545.058,6579.346
2023,7312.533,2435.352,2438.064,3204.298,22211.4,3489.119,8594.069,6570.724,3577.298,4075.887,3133.707,6386.904,3685.796,6405.325,5423.46,5480.271,1496.154,5077.681,5395.469,2075.642,4124.918,2682.646,3314.978,2348.054,5364.517,6485.396,7634.143,4009.169,8403.84,6010.336,3870.619,8938.441,15079.88,5316.106,5844.791,6928.687,3678.897,3169.044,11801.8,2617.165,2258.883,13663.45,4893.816,5723.796,11591.95,3186.862,16837.44,5277.202,5204.744,21593.11,2451.906,7126.371,8434.8,1952.236,586.9156,3510.013,4354.711,4250.596,6166.404,5465.93,3650.806,2526.754,6609.148
2022,6723.182,2408.744,2494.917,3662.781,21963.51,3451.286,8444.116,6621.296,3797.092,3875.455,3141.542,6678.322,3126.502,6148.927,4425.661,5542.922,1268.454,4773.083,5922.924,2099.155,5023.428,2936.133,3560.67,2476.298,4711.438,6599.083,7782.48,4265.678,8785.217,5941.495,3438.162,8647.15,14396.54,4990.816,5501.117,6430.455,4319.485,2800.073,12476.37,2810.091,2276.243,12178.81,4708.009,5630.74,11109.27,3036.454,17792.96,5085.01,5174.256,20857.41,2167.621,7389.281,7423.028,2015.647,714.9314,3546.5,3864.268,4666.792,6380.908,4999.814,4254.277,2521.663,6561.38
2021,6798.878,2108.76,2472.93,3368.714,20780.23,3719.734,8368.94,6258.497,4036.145,3869.195,3482.953,6355.53,3371.048,6286.624,5050.735,5170.38,1363.684,4643.882,5938.684,2070.399,4364.514,2617.404,3608.939,2074.118,5234.998,6525.233,7768.479,4699.951,9164.116,6522.636,3190.862,9901.258,14646.65,5406.24,5482.273,6825.168,4684.698,2900.633,11322,2471.181,2623.237,12334.13,5200.038,5733.963,12345.04,2955.131,16911.73,4790.959,4807.286,20627.58,2800.387,7037.204,7157.767,2284.155,694.506,3335.205,3926.82,4278.067,5878.776,4537.35,3969.03,2603.576,6562.127
2020,7122.113,2229.348,2509.799,3648.813,19516.65,3413.969,8376.673,5966.716,3591.804,3392.322,3020.136,6379.32,3540.083,5701.099,5417.022,4865.684,1445.487,5141.989,5541.565,2413.061,4485.86,2624.848,3449.757,2439.957,5102.974,6008.028,7410.933,4461.958,8194.742,6248.666,3310.052,8991.461,13640.27,5194.287,5667.123,7109.372,4258.558,2425.288,11495.25,2746.589,2348.067,11800.91,4648.18,5125.734,10164.14,3007.64,17032.68,4773.487,5385.786,20087.43,2189.178,6625.555,7061.33,1880.99,639.5519,3831.677,3968.349,3988.91,5874.118,4679.865,3515.791,2322.551,5922.863
2019,6704.148,2226.218,2289.364,3260.766,20508.56,3938.604,8290.736,6102.411,3351.479,4082.21,3142.799,6052.828,3510.653,5951.386,4999.607,5669.127,1539.303,4879.552,6174.922,1925.77,5104.996,2222.589,3393.197,2529.182,4933.108,6464.752,7624.412,4061.398,8459.318,5585.262,3391.299,9031.626,13662.49,5465.932,5378.547,6851.061,4343.154,3160.044,13080.42,2924.959,2590.072,12525.65,4894.095,6112.429,11253.77,2937.024,17831.13,4913.849,5034.682,21112.05,2486.965,6712.609,7601.039,2433.797,789.2127,3602.312,3694.163,4141.695,6174.894,4712.779,4460.53,2411.42,7004.164
2018,8058.699,2038.127,2475.508,3367.955,19553.4,3638.854,7654.184,5707.134,3376.157,3750.845,3511.071,6066.343,3316.622,6058.429,5474.652,5451.746,1220.931,5054.873,5302.169,2136.238,4162.086,2679.7,3424.507,2029.578,5128.104,6149.572,7828.014,4467.695,8397.892,6167.275,3281.766,10064.39,14279.78,4684.094,5389.279,6674.76,4347.29,2756.115,12744.63,3007.334,2465.777,10959.02,4504.975,5399.559,10360.87,3079.365,18272.03,4542.554,5426.919,20221.72,2051.609,7327.103,6779.195,2152.352,662.1621,3190.32,3420.055,4172.988,5986.888,5145.809,3268.123,2560.472,5920.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend a four-year post-secondary institution after high school that was NOT first post-secondary institution of attendance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,6422.725,2955.058,2335.673,4451.21,20505.03,3346.03,16463.99,13414.22,6262.171,3971.279,4133.37,8045.201,5731.667,8760.784,5082.491,5456.366,1859.983,7346.228,7375.82,2793.231,3374.52,3460.02,3706.305,2242.166,7920.372,12464.79,9869.65,5838.088,9428.016,10829.59,6909.904,8984.495,22889.91,6085.169,7523.111,10031.35,9630.983,4754.028,12082.97,3264.079,2788.952,13964.09,4758.913,6586.254,18247.52,3074.199,10076.51,12040.74,6115.447,26895.71,4615.779,9057.329,6978.261,3466.687,766.5258,2967.794,6105.128,3445.099,5059.696,5792.504,4048.558,4734.324,13707.58
2034,6917.461,2891.539,2199.351,4451.993,19267.07,3467.318,15632.19,14842.9,6428.469,3862.95,3964.211,9319.999,5022.491,8806.429,4993.829,5715.773,2158.252,8766.785,7581.921,2970.466,3462.361,3498.03,3793.553,2244.281,8039.669,12492.12,10507.64,5451.26,9632.455,11786.54,6483.515,9175.599,18278.69,6272.984,7553.803,11402.6,7829.121,6292.502,13490.3,3463.925,2583.09,13446.14,4816.236,6659.703,14624.89,3164.267,12684.27,11438.63,5765.21,30744.44,4411.276,9485.06,7372.731,3059.566,402.6007,2742.338,5272.51,3577.528,4824.962,5825.396,4531.53,4702.585,14092.61
2033,6755.969,2513.958,2300.974,4516.496,19944.23,3257.025,17366.92,14392.86,6894.207,3956.432,4024.626,9036.324,4914.532,8583.016,5291.904,6255.063,2396.036,8367.33,7799.47,3252.211,3602.664,3827.274,4042.038,2250.245,8462.018,12959.53,9505.286,6077.414,9844.607,10543.99,6889.307,9210.027,19224.52,5609.999,7486.836,11009.25,7732.159,5326.136,12836.32,3312.506,2533.627,15183.9,4916.362,6769.845,16499.52,3078.535,12325.21,11557.37,7166.732,31928.72,4689.113,9912.338,7391.286,2568.64,528.8425,2834.192,5276.728,3546.405,4355.268,5196.885,3716.078,4901.992,12787.67
2032,7292.509,2494.781,2511.942,4983.976,19345.96,3824.452,17624.7,14345.43,6735.044,4396.646,4209.595,9093.434,4544.821,8971.356,5758.68,6944.4,2485.576,8054.7,7350.948,3124.752,3763.043,3360.924,3826.023,2769.287,8934.605,13970.95,10862.89,5524.145,9925.236,11767.02,6447.922,9326.265,19562.96,5906.277,7480.332,11204.74,7045.581,5794.75,14323.17,3880.562,2502.68,16124.18,4716.202,6376.63,16457.89,3630.616,12468.23,11347.36,6265.194,31807.47,5367.203,10854.7,7675.136,3056.042,522.1984,3017.826,5548.646,3960.534,5060.686,5820.677,4364.037,5607.629,13481
2031,7091.63,2584.531,2474.16,4517.904,18945.9,3695.904,17970.65,12916.74,6668.542,4355.258,3833.237,8396.49,5262.574,8801.837,5792.884,7211.558,2066.135,8807.032,8196.513,3090.871,4223.421,3832.611,4040.398,2533.544,8112.016,12669.23,11495.36,6063.506,9678.246,11229.99,6954.68,9414.352,20211.38,6381.093,7787.009,10967.94,7790.589,5236.02,13295.67,3724.669,3153.495,15032.85,4619.952,6238.799,14617.86,3491.112,12379.24,11137.5,6069.775,33485.9,4747.587,9686.434,7783.392,3075.233,469.0901,3174.946,5193.403,4255.266,4679.389,5231.287,4274.458,4845.169,14672.56
2030,6950.108,2618.744,2057.387,4869.064,17931.1,3555.789,17092.69,13764.32,6308.305,4024.103,3788.137,8853.695,4695.217,8894.36,5430.609,5716.636,2536.864,8165.044,8268.289,3142.525,3261.377,3707.805,3566.696,2394.081,8272.111,14073.19,9911.709,5810.146,8795.296,11267.21,6239.622,8626.828,18476.8,5381.027,8923.507,10499.76,7945.687,5455.783,12977.48,3330.908,2379.253,14067.99,4656.693,5838.813,13684.86,3629.478,11286.66,10592.44,6369.192,29506.82,5294.902,9591.356,6508.425,2912.466,557.1541,2682.761,5913.146,3188.707,4581.173,5550,3656.329,4994.76,13015.28
2029,6748.438,2129.217,2440.083,4680.933,17777.13,3606.461,17898.24,13698.34,7164.327,4080.013,4133.613,9222.312,4871.172,8454.257,4549.167,6302.266,2170.552,8582.773,7520.247,3201.572,4159.47,3718.798,3846.975,2670.377,8948.646,12395.4,10370.69,6011.021,9015.595,11643.64,7290.02,9237.02,19291.77,5958.659,7338.45,11174.19,6615.332,5468.033,13238.33,3318.983,2563.063,15082.83,4830.934,5955.003,13571.02,3245.644,11382.92,10666.78,6552.238,30570.85,5229.824,10186.47,6730.195,2717.47,446.4512,3122.136,5331.905,3392.224,4544.535,5369.594,3683.715,4901.186,13736.24
2028,6973.118,2452.834,2250.229,4792.286,18255.14,3660.648,18820.56,13872.08,6711.523,4327.336,4199.417,9132.994,5151.264,8890.604,5657.377,6435.03,2096.096,8721.637,8613.985,3049.473,3954.913,3512.595,3928.504,2757.321,8412.736,14499.75,10530.17,5727.927,9374.828,11563.23,7091.866,9161.985,20109.91,6400.451,8307.771,11299.71,6815.921,5164.19,13895.67,3243.596,2315.735,14275.63,4480.035,5842.704,15529.8,3501.895,11839.19,11678.13,6210.671,31011.5,4797.818,10513.38,7240.959,2725.959,428.1854,2994.017,5094.789,3237.354,4639.74,4865.732,4126.999,5447.607,13833.73
2027,7099.594,2601.229,2407.663,5248.432,18234.14,3980.483,18021.23,15230.3,7191.705,4400.652,4634.408,8723.553,4612.515,9404.653,5819.145,6786.194,2129.767,9153.289,8356.437,3000.348,3643.911,4167.471,3940.307,2482.92,8732.503,13600.45,11328.96,6775.277,9266.696,11956.79,7610.581,9712.242,20721.14,5935.081,8864.871,11154.4,7559.267,5801.042,12792.52,3833.228,2657.441,16214.37,4592.941,6429.458,14565.16,3678.14,11955.24,11382.01,6412.714,32022.32,5158.191,10659.76,7474.586,2873.267,475.7154,3001.31,5164.384,2975.816,4651.804,4984.914,3850.15,5353.911,13072.39
2026,7413.944,2459.842,2774.23,5083.175,19621.94,4313.443,18951.64,14676.75,7666.544,4352.889,4580.153,8787.225,5646.601,9889.08,5629.521,7589.506,2484.57,9105.932,8325.223,3291.444,4212.186,3715.345,4178.996,2511.679,8850.782,13970.3,11930.79,6625.511,8773.517,11470.43,7750.178,10269.13,21584.5,6566.626,8109.141,11835.38,7279.002,5593.575,15104.96,4083.633,2815.448,16631.38,4790.728,6935.149,14977.64,3696.168,12641.64,11511.82,6410.917,33396.52,5916.639,11684.23,7700.34,3149.109,565.9703,2849.21,5308.243,3017.157,4928.923,4875.34,4608.309,5257.322,13608.87
2025,7345.048,2430.824,2650.384,5274.736,19524.66,4184.598,20612.53,14891.48,8407.525,4760.578,4734.909,9859.256,5570.269,9472.787,5759.881,7373.471,2321.189,9409.654,8689.337,3367.734,4659.593,4129.543,4213.093,2992.282,8580.044,15072.32,11709.49,6389.296,9485.372,12050.83,7495.464,9997.89,22932.23,6360.33,8490.686,12100.13,7886.229,6166.634,15301.34,4205.261,2804.751,17354.33,4811.999,6123.591,15549.32,3599.419,12626.89,12150.8,6773.205,34791.25,6031.93,11476.64,8339.874,3407.113,648.9324,3201.784,5441.259,3569.85,4862.652,4870.954,3816.261,5620.039,14293.68
